SITECODE;HABITAT_CODE;ROZLOHA_PASEKY;ROZLOHA_HOLINY;POCET_SEGMENTU_PASEKY
CZ0414110;7140;NA;NA;NA
CZ0414110;91D0;10,66989656;1,231745207;99
CZ0414110;9140;0;0;1
CZ0414127;9130;278,607165;145,6394884;665
CZ0414127;91I0;31,46390964;13,54952402;71
CZ0414127;6510;NA;NA;NA
CZ0414127;8310;NA;NA;NA
CZ0414127;9180;28,88760536;9,828871155;189
CZ0414127;8230;NA;NA;NA
CZ0414127;6210;NA;NA;NA
CZ0414127;3150;NA;NA;NA
CZ0414127;9,10E+01;19,28890824;6,748900151;208
CZ0420004;9170;0;0;0
CZ0420004;6210;NA;NA;NA
CZ0420007;9170;0;0;0
CZ0420007;91H0;0;0;0
CZ0420007;6210;NA;NA;NA
CZ0420008;91U0;0;0;0
CZ0420012;3270;NA;NA;NA
CZ0420012;4030;NA;NA;NA
CZ0420012;5130;NA;NA;NA
CZ0420012;8220;NA;NA;NA
CZ0420012;40A0;NA;NA;NA
CZ0420012;3260;NA;NA;NA
CZ0420012;6190;NA;NA;NA
CZ0420012;8230;NA;NA;NA
CZ0420012;6210;NA;NA;NA
CZ0420012;9,10E+01;2,22E-06;0;2
CZ0420013;9170;0;0;0
CZ0420013;40A0;NA;NA;NA
CZ0420013;9180;0;0;0
CZ0420013;6190;NA;NA;NA
CZ0420013;8160;NA;NA;NA
CZ0420014;8220;NA;NA;NA
CZ0420014;40A0;NA;NA;NA
CZ0420014;9180;0;0;0
CZ0420014;6190;NA;NA;NA
CZ0420014;6210;NA;NA;NA
CZ0420014;6110;NA;NA;NA
CZ0420015;9170;1,317058029;0;4
CZ0420015;7220;NA;NA;NA
CZ0420015;91F0;0,02325486;0;2
CZ0420021;9130;0,048734703;0;1
CZ0420021;9110;0;0;0
CZ0420021;8220;NA;NA;NA
CZ0420021;9180;0,000955455;0;1
CZ0420026;8220;NA;NA;NA
CZ0420026;40A0;NA;NA;NA
CZ0420026;9180;0,03299002;0;1
CZ0420026;6190;NA;NA;NA
CZ0420026;8150;NA;NA;NA
CZ0420035;9410;52,43401522;27,18785201;14
CZ0420035;7120;NA;NA;NA
CZ0420035;6230;NA;NA;NA
CZ0420035;4030;NA;NA;NA
CZ0420035;6520;NA;NA;NA
CZ0420035;7140;NA;NA;NA
CZ0420035;91D0;20,62139577;11,084874;11
CZ0420035;6430;NA;NA;NA
CZ0420041;9170;0;0;0
CZ0420041;91I0;0;0;0
CZ0420041;91H0;0;0;0
CZ0420044;6210;NA;NA;NA
CZ0420053;9410;0;0;0
CZ0420053;7110;NA;NA;NA
CZ0420053;91D0;0;0;0
CZ0420059;6210;NA;NA;NA
CZ0420061;6210;NA;NA;NA
CZ0420063;6210;NA;NA;NA
CZ0420069;91I0;0,114897587;0;1
CZ0420073;9170;0;0;0
CZ0420073;91I0;0;0;0
CZ0420073;9180;0;0;0
CZ0420073;91H0;0;0;0
CZ0420073;6210;NA;NA;NA
CZ0420074;7110;NA;NA;NA
CZ0420074;7140;NA;NA;NA
CZ0420074;91D0;0,522688005;0;9
CZ0420076;6210;NA;NA;NA
CZ0420082;9130;1,266099837;0;11
CZ0420082;9110;5,144113919;1,118076733;21
CZ0420082;8220;NA;NA;NA
CZ0420082;9180;1,448326353;0;10
CZ0420083;6510;NA;NA;NA
CZ0420083;9,10E+01;0;0;0
CZ0420085;6430;NA;NA;NA
CZ0420144;9410;15,62458109;6,789586616;31
CZ0420144;7110;NA;NA;NA
CZ0420144;7120;NA;NA;NA
CZ0420144;7140;NA;NA;NA
CZ0420144;91D0;5,698565198;1,134454009;18
CZ0420160;6210p;NA;NA;NA
CZ0420160;9,10E+01;0,316619847;0;2
CZ0420160;6430;NA;NA;NA
CZ0420165;91I0;0,211426032;0;4
CZ0420165;6210;NA;NA;NA
CZ0420166;6410;NA;NA;NA
CZ0420166;6230;NA;NA;NA
CZ0420166;7140;NA;NA;NA
CZ0420166;6430;NA;NA;NA
CZ0420171;9,10E+01;0;0;1
CZ0420171;6430;NA;NA;NA
CZ0420406;40A0;NA;NA;NA
CZ0420406;6210;NA;NA;NA
CZ0420406;6210p;NA;NA;NA
CZ0420406;6110;NA;NA;NA
CZ0420416;9130;0;0;0
CZ0420416;8220;NA;NA;NA
CZ0420416;40A0;NA;NA;NA
CZ0420416;9180;0,018803871;0;1
CZ0420416;6190;NA;NA;NA
CZ0420416;8230;NA;NA;NA
CZ0420416;9,10E+01;0,096630035;0;2
CZ0420449;9180;0,012106945;0;2
CZ0420451;6410;NA;NA;NA
CZ0420451;9170;0,941098148;0;8
CZ0420451;6510;NA;NA;NA
CZ0420451;8220;NA;NA;NA
CZ0420451;9180;0,039622098;0;1
CZ0420451;6210;NA;NA;NA
CZ0420451;6210p;NA;NA;NA
CZ0420451;9,10E+01;1,390819053;0;5
CZ0420454;8220;NA;NA;NA
CZ0420454;9180;0;0;2
CZ0420454;8150;NA;NA;NA
CZ0420455;91I0;1,164803139;1,164803139;1
CZ0420455;9180;0;0;1
CZ0420456;9170;1,670061482;1,05010124;2
CZ0420456;91I0;0,53364534;0;1
CZ0420456;8220;NA;NA;NA
CZ0420459;9170;1,269565085;0;10
CZ0420459;91I0;0,131635849;0;2
CZ0420459;6510;NA;NA;NA
CZ0420459;8220;NA;NA;NA
CZ0420459;40A0;NA;NA;NA
CZ0420459;9180;0;0;1
CZ0420459;91H0;0,004493162;0;1
CZ0420459;6210;NA;NA;NA
CZ0420459;6210p;NA;NA;NA
CZ0420460;6210;NA;NA;NA
CZ0420462;8220;NA;NA;NA
CZ0420462;8230;NA;NA;NA
CZ0420500;9110;2,270349813;0;17
CZ0420500;6230;NA;NA;NA
CZ0420500;6510;NA;NA;NA
CZ0420500;8220;NA;NA;NA
CZ0420500;9180;0,419643612;0;6
CZ0420501;6410;NA;NA;NA
CZ0420501;6520;NA;NA;NA
CZ0420501;7140;NA;NA;NA
CZ0420501;91D0;1,890068839;1,600508867;7
CZ0420501;9,10E+01;0,632873761;0;8
CZ0420507;9130;0;0;0
CZ0420507;9110;7,216501943;3,617889124;9
CZ0420507;8220;NA;NA;NA
CZ0420507;8310;NA;NA;NA
CZ0420507;7140;NA;NA;NA
CZ0420507;3150;NA;NA;NA
CZ0420507;9,10E+01;0;0;0
CZ0420520;9130;2,932774053;0;10
CZ0420520;9110;7,357943296;1,758524606;17
CZ0420520;8220;NA;NA;NA
CZ0420520;9180;0;0;0
CZ0420525;6210;NA;NA;NA
CZ0420525;1340;NA;NA;NA
CZ0420528;9410;2,41776069;1,475214665;3
CZ0420528;7110;NA;NA;NA
CZ0420528;7120;NA;NA;NA
CZ0420528;6230;NA;NA;NA
CZ0420528;4030;NA;NA;NA
CZ0420528;6520;NA;NA;NA
CZ0420528;7140;NA;NA;NA
CZ0420528;91D0;0,048912644;0;2
CZ0420528;6430;NA;NA;NA
CZ0422075;6510;NA;NA;NA
CZ0422075;8220;NA;NA;NA
CZ0422075;40A0;NA;NA;NA
CZ0422075;6210;NA;NA;NA
CZ0422077;2330;NA;NA;NA
CZ0422084;2330;NA;NA;NA
CZ0423216;3140;NA;NA;NA
CZ0423225;8220;NA;NA;NA
CZ0423225;6210;NA;NA;NA
CZ0423507;3260;NA;NA;NA
CZ0423507;6430;NA;NA;NA
CZ0423510;3260;NA;NA;NA
CZ0423510;6430;NA;NA;NA
CZ0424030;9130;1,227648173;0;2
CZ0424030;9110;4,945417634;0;27
CZ0424030;8220;NA;NA;NA
CZ0424030;9180;0,315948122;0;2
CZ0424030;9,10E+01;0,382523384;0;5
CZ0424031;9410;5,462067977;0;32
CZ0424031;9130;0,895659434;0;16
CZ0424031;9110;41,3940331;7,965924033;238
CZ0424031;4030;NA;NA;NA
CZ0424031;6510;NA;NA;NA
CZ0424031;8220;NA;NA;NA
CZ0424031;8310;NA;NA;NA
CZ0424031;9180;0,338943068;0;6
CZ0424031;3260;NA;NA;NA
CZ0424033;40A0;NA;NA;NA
CZ0424033;6210;NA;NA;NA
CZ0424033;8150;NA;NA;NA
CZ0424034;6410;NA;NA;NA
CZ0424034;6510;NA;NA;NA
CZ0424034;6430;NA;NA;NA
CZ0424036;91H0;0;0;0
CZ0424036;6210;NA;NA;NA
CZ0424037;9110;0,543540547;0;4
CZ0424037;9170;1,894590992;0;10
CZ0424037;8220;NA;NA;NA
CZ0424037;9180;2,14E-06;0;1
CZ0424037;6210;NA;NA;NA
CZ0424038;6510;NA;NA;NA
CZ0424038;8220;NA;NA;NA
CZ0424038;40A0;NA;NA;NA
CZ0424038;6190;NA;NA;NA
CZ0424038;8230;NA;NA;NA
CZ0424038;6210;NA;NA;NA
CZ0424039;6510;NA;NA;NA
CZ0424039;6210;NA;NA;NA
CZ0424039;6110;NA;NA;NA
CZ0424039;8160;NA;NA;NA
CZ0424111;3270;NA;NA;NA
CZ0424111;9110;11,24084217;4,634109041;25
CZ0424111;4030;NA;NA;NA
CZ0424111;8220;NA;NA;NA
CZ0424111;8310;NA;NA;NA
CZ0424111;9180;0,244927189;0;1
CZ0424111;3260;NA;NA;NA
CZ0424111;9,10E+01;0,50817344;0;4
CZ0424111;91T0;0,063231955;0;5
CZ0424125;9130;18,92303183;3,589868187;108
CZ0424125;6510;NA;NA;NA
CZ0424125;5130;NA;NA;NA
CZ0424125;9180;12,80944666;3,195747745;75
CZ0424125;3260;NA;NA;NA
CZ0424125;6210;NA;NA;NA
CZ0424125;9,10E+01;2,403433566;0;44
CZ0424125;6430;NA;NA;NA
CZ0424127;9410;18,7061935;16,09982224;18
CZ0424127;9130;179,5043523;104,6991373;296
CZ0424127;9110;425,1026999;267,035945;481
CZ0424127;6230;NA;NA;NA
CZ0424127;4030;NA;NA;NA
CZ0424127;6520;NA;NA;NA
CZ0424127;8220;NA;NA;NA
CZ0424127;9180;11,41213946;6,837499243;49
CZ0424127;91D0;10,54146636;7,482286626;14
CZ0424127;9,10E+01;5,696382869;2,904148334;55
CZ0424127;6430;NA;NA;NA
CZ0424129;8230;NA;NA;NA
CZ0424129;6210;NA;NA;NA
CZ0424129;6210p;NA;NA;NA
CZ0424129;9,10E+01;0;0;0
CZ0424133;6210;NA;NA;NA
CZ0424134;6210;NA;NA;NA
CZ0424135;6210;NA;NA;NA
CZ0424135;6210p;NA;NA;NA
CZ0424136;6210;NA;NA;NA
CZ0424138;91F0;0,656155848;0;2
CZ0424139;91F0;1,833468778;0;6
CZ0424140;91F0;0;0;0
CZ0424141;3270;NA;NA;NA
CZ0424141;9180;11,2386344;2,008835017;68
CZ0424141;8150;NA;NA;NA
CZ0424141;6110;NA;NA;NA
CZ0424141;8160;NA;NA;NA
CZ0510028;9130;3,086760023;2,501077578;5
CZ0510028;9110;0,297755915;0;2
CZ0510028;9180;0;0;1
CZ0510164;9130;1,051399237;0;8
CZ0510164;9180;0,034379941;0;2
CZ0510164;9,10E+01;0;0;0
CZ0510191;9130;0,788251801;0;4
CZ0510191;9110;0,859767332;0;7
CZ0510191;8220;NA;NA;NA
CZ0510191;8210;NA;NA;NA
CZ0510191;8310;NA;NA;NA
CZ0510191;9180;0,010980942;0;1
CZ0510191;6210;NA;NA;NA
CZ0510191;6210p;NA;NA;NA
CZ0510191;9150;0,064908613;0;1
CZ0510400;9130;0,131318723;0;3
CZ0510400;9110;32,99818164;7,512128881;69
CZ0510400;8220;NA;NA;NA
CZ0510400;9180;0,434992096;0;1
CZ0510400;9140;7,70067819;4,947915843;13
CZ0510402;9410;4,111421951;0;27
CZ0510402;7110;NA;NA;NA
CZ0510402;6230;NA;NA;NA
CZ0510402;7140;NA;NA;NA
CZ0510402;91D0;4,515854582;0;31
CZ0510403;7110;NA;NA;NA
CZ0510403;91D0;0;0;0
CZ0510405;9410;0,357103986;0;7
CZ0510405;9130;0,173940218;0;1
CZ0510405;6230;NA;NA;NA
CZ0510405;9180;0,114494661;0;3
CZ0510405;7140;NA;NA;NA
CZ0510405;91D0;0,078239641;0;2
CZ0510405;9140;0,18057231;0;4
CZ0510405;6430;NA;NA;NA
CZ0510408;9410;0,525254533;0;7
CZ0510408;7110;NA;NA;NA
CZ0510408;9110;0,07941561;0;3
CZ0510408;91D0;1,684485492;0;8
CZ0510412;9410;5,180642611;1,768701694;20
CZ0510412;7110;NA;NA;NA
CZ0510412;4030;NA;NA;NA
CZ0510412;8220;NA;NA;NA
CZ0510412;7140;NA;NA;NA
CZ0510412;91D0;3,973794282;1,323232438;14
CZ0510415;9410;4,819794873;0;32
CZ0510415;7110;NA;NA;NA
CZ0510415;6230;NA;NA;NA
CZ0510415;3260;NA;NA;NA
CZ0510415;7140;NA;NA;NA
CZ0510415;91D0;4,674969182;0;44
CZ0510441;9170;2,346781687;0;10
CZ0510441;91I0;1,733940187;0;9
CZ0510441;6510;NA;NA;NA
CZ0510441;8220;NA;NA;NA
CZ0510441;9180;4,342950673;0;17
CZ0510441;9,10E+01;0,088788457;0;2
CZ0510508;9110;5,773845968;1,545543238;19
CZ0510508;4030;NA;NA;NA
CZ0510508;6510;NA;NA;NA
CZ0510508;8220;NA;NA;NA
CZ0510508;8150;NA;NA;NA
CZ0510509;9130;0,34716099;0;2
CZ0510509;9180;0,086790644;0;2
CZ0513506;6410;NA;NA;NA
CZ0513506;3260;NA;NA;NA
CZ0513506;2330;NA;NA;NA
CZ0513506;7140;NA;NA;NA
CZ0513506;3150;NA;NA;NA
CZ0513506;91D0;0,6393902;0;4
CZ0513506;9,10E+01;0;0;1
CZ0513506;3140;NA;NA;NA
CZ0513506;6430;NA;NA;NA
CZ0514041;9130;0,006243961;0;1
CZ0514041;9110;3,226928292;1,829427713;12
CZ0514041;4030;NA;NA;NA
CZ0514041;8220;NA;NA;NA
CZ0514041;8310;NA;NA;NA
CZ0514042;9410;14,67903853;10,56116898;20
CZ0514042;6410;NA;NA;NA
CZ0514042;9110;15,90533264;6,831092431;27
CZ0514042;4030;NA;NA;NA
CZ0514042;8310;NA;NA;NA
CZ0514042;2330;NA;NA;NA
CZ0514042;7150;NA;NA;NA
CZ0514042;7140;NA;NA;NA
CZ0514042;3160;NA;NA;NA
CZ0514042;3150;NA;NA;NA
CZ0514042;91D0;4,782982495;0;22
CZ0514042;91T0;0,101898028;0;3
CZ0514042;3140;NA;NA;NA
CZ0514042;6430;NA;NA;NA
CZ0514042;7230;NA;NA;NA
CZ0514113;8310;NA;NA;NA
CZ0514113;3140;NA;NA;NA
CZ0514243;9110;0,972627457;0;3
CZ0514243;8220;NA;NA;NA
CZ0514243;8310;NA;NA;NA
CZ0514667;8310;NA;NA;NA
CZ0514668;9110;0;0;0
CZ0514668;6230;NA;NA;NA
CZ0514668;6520;NA;NA;NA
CZ0514668;9180;0;0;0
CZ0514669;6410;NA;NA;NA
CZ0514669;7150;NA;NA;NA
CZ0514669;7140;NA;NA;NA
CZ0514669;3160;NA;NA;NA
CZ0514669;3150;NA;NA;NA
CZ0514669;91D0;0;0;0
CZ0514670;6410;NA;NA;NA
CZ0514670;9130;0;0;0
CZ0514670;9170;0,564922216;0;3
CZ0514670;6510;NA;NA;NA
CZ0514670;8220;NA;NA;NA
CZ0514670;9180;0;0;0
CZ0514670;7140;NA;NA;NA
CZ0514670;3150;NA;NA;NA
CZ0514672;3220;NA;NA;NA
CZ0514672;9130;6,71E-05;0;1
CZ0514672;9110;0,169106321;0;1
CZ0514672;4030;NA;NA;NA
CZ0514672;8220;NA;NA;NA
CZ0514672;9180;0,809320858;0;4
CZ0514672;3260;NA;NA;NA
CZ0514672;6430;NA;NA;NA
CZ0520008;8210;NA;NA;NA
CZ0520009;6410;NA;NA;NA
CZ0520009;9170;3,772263085;0;5
CZ0520009;6510;NA;NA;NA
CZ0520020;9130;0,661954212;0;2
CZ0520020;9110;0;0;2
CZ0520020;8220;NA;NA;NA
CZ0520022;6410;NA;NA;NA
CZ0520022;9170;0,091068301;0;2
CZ0520022;6510;NA;NA;NA
CZ0520022;3150;NA;NA;NA
CZ0520022;7230;NA;NA;NA
CZ0520028;8210;NA;NA;NA
CZ0520028;9180;0,007751209;0;2
CZ0520028;7220;NA;NA;NA
CZ0520030;9170;48,67055959;13,73092942;93
CZ0520030;9,10E+01;0,081713203;0;1
CZ0520038;9170;6,61332531;0;28
CZ0520038;9190;0,494073383;0;2
CZ0520178;9130;0,955624649;0;10
CZ0520178;9110;0,600462605;0;7
CZ0520178;6510;NA;NA;NA
CZ0520178;9,10E+01;0,08504715;0;4
CZ0520184;9170;1,842837783;0;3
CZ0520184;9190;0,110686934;0;2
CZ0520507;9130;0,096807879;0;3
CZ0520507;6510;NA;NA;NA
CZ0520507;8210;NA;NA;NA
CZ0520507;9180;0,075700773;0;2
CZ0520508;9130;0,585913959;0;7
CZ0520508;6510;NA;NA;NA
CZ0520508;8210;NA;NA;NA
CZ0520511;9130;0;0;0
CZ0520511;9110;1,655697786;1,291656134;5
CZ0520511;6510;NA;NA;NA
CZ0520511;9,10E+01;0,149906514;0;1
CZ0520518;9130;1,314032585;0;45
CZ0520518;9110;3,141787526;0;71
CZ0520518;4030;NA;NA;NA
CZ0520518;8220;NA;NA;NA
CZ0520518;8310;NA;NA;NA
CZ0520519;9410;0,864274809;0;14
CZ0520519;9110;0,684023621;0;19
CZ0520519;8220;NA;NA;NA
CZ0520519;8310;NA;NA;NA
CZ0520519;7140;NA;NA;NA
CZ0520519;91D0;0,573412687;0;5
CZ0520600;9410;1,20751341;1,166920734;5
CZ0520600;9130;1,28589316;0;4
CZ0520600;9110;5,774616436;1,205803279;10
CZ0520603;6230;NA;NA;NA
CZ0520603;6510;NA;NA;NA
CZ0520603;6430;NA;NA;NA
CZ0520604;9130;1,0569243;0;10
CZ0520604;9110;13,20944481;8,015875629;28
CZ0520604;8220;NA;NA;NA
CZ0520604;9180;0,950400408;0;12
CZ0523267;6520;NA;NA;NA
CZ0523267;9,10E+01;0,529237613;0;18
CZ0523268;6410;NA;NA;NA
CZ0523268;9170;0,086654574;0;1
CZ0523268;9,10E+01;0,123840849;0;2
CZ0524044;9410;364,3904017;299,9454418;228
CZ0524044;7110;NA;NA;NA
CZ0524044;4060;NA;NA;NA
CZ0524044;9130;80,44009845;43,02406838;355
CZ0524044;9110;303,3803633;184,2881499;809
CZ0524044;6230;NA;NA;NA
CZ0524044;4030;NA;NA;NA
CZ0524044;6510;NA;NA;NA
CZ0524044;6520;NA;NA;NA
CZ0524044;8220;NA;NA;NA
CZ0524044;8310;NA;NA;NA
CZ0524044;4070;NA;NA;NA
CZ0524044;9180;12,01785455;2,435238114;67
CZ0524044;7140;NA;NA;NA
CZ0524044;91D0;4,043189021;0;20
CZ0524044;6150;NA;NA;NA
CZ0524044;8110;NA;NA;NA
CZ0524044;9,10E+01;10,07699894;1,642846203;140
CZ0524044;9140;47,64185711;22,89456375;252
CZ0524044;4080;NA;NA;NA
CZ0524044;6430;NA;NA;NA
CZ0524045;6410;NA;NA;NA
CZ0524045;9,10E+01;0;0;0
CZ0524045;91F0;0;0;0
CZ0524046;9410;11,84464276;4,835293674;20
CZ0524046;9130;9,015909551;1,652807923;26
CZ0524046;9110;21,64007765;6,953995959;51
CZ0524046;6520;NA;NA;NA
CZ0524046;6430;NA;NA;NA
CZ0524047;9130;0,828934421;0;10
CZ0524047;9110;11,70060176;0;54
CZ0524047;8220;NA;NA;NA
CZ0524047;9180;0,110016656;0;4
CZ0524047;3260;NA;NA;NA
CZ0524047;8150;NA;NA;NA
CZ0524048;7230;NA;NA;NA
CZ0524049;6410;NA;NA;NA
CZ0524049;6510;NA;NA;NA
CZ0524049;3260;NA;NA;NA
CZ0524049;2330;NA;NA;NA
CZ0524049;3150;NA;NA;NA
CZ0524049;9,10E+01;0,298647303;0;25
CZ0524049;91F0;0,067418855;0;11
CZ0524049;6430;NA;NA;NA
CZ0524050;9170;9,410375641;0;26
CZ0524050;3150;NA;NA;NA
CZ0530020;9130;19,15895998;3,376441881;55
CZ0530020;8210;NA;NA;NA
CZ0530020;9180;1,374252867;0;12
CZ0530021;9170;0,955270846;0;3
CZ0530021;7140;NA;NA;NA
CZ0530021;3150;NA;NA;NA
CZ0530021;9190;0;0;1
CZ0530027;9130;2,888419321;0;10
CZ0530027;9,10E+01;0,311181569;0;2
CZ0530027;6430;NA;NA;NA
CZ0530028;9130;2,921318634;2,007435656;7
CZ0530028;8210;NA;NA;NA
CZ0530033;9130;12,5395134;10,55323208;19
CZ0530033;9110;19,73886728;12,77363684;27
CZ0530033;6510;NA;NA;NA
CZ0530033;6210;NA;NA;NA
CZ0530034;9130;3,207207731;1,179738112;4
CZ0530034;9110;1,027257512;0;6
CZ0530034;9,10E+01;0;0;3
CZ0530037;9180;4,37E-08;0;1
CZ0530064;6410;NA;NA;NA
CZ0530146;9410;15,23334561;8,057173314;13
CZ0530146;7110;NA;NA;NA
CZ0530146;4060;NA;NA;NA
CZ0530146;9110;2,684389702;2,416331927;2
CZ0530146;8220;NA;NA;NA
CZ0530146;8310;NA;NA;NA
CZ0530146;91D0;0,171790715;0;1
CZ0530146;6150;NA;NA;NA
CZ0530146;8110;NA;NA;NA
CZ0530146;6430;NA;NA;NA
CZ0530149;9130;6,506852483;1,608055315;21
CZ0530149;6510;NA;NA;NA
CZ0530149;9180;0,103525059;0;1
CZ0530149;9,10E+01;0,783519571;0;1
CZ0530174;6410;NA;NA;NA
CZ0530174;9,10E+01;3,15E-08;0;3
CZ0530500;9130;0,500419859;0;9
CZ0530500;9110;0,250467979;0;4
CZ0530500;8220;NA;NA;NA
CZ0530500;9180;0,110960279;0;3
CZ0530500;6190;NA;NA;NA
CZ0530501;9130;1,104845721;0;4
CZ0530501;8210;NA;NA;NA
CZ0530501;9180;1,315550581;0;7
CZ0530502;2330;NA;NA;NA
CZ0530503;9130;0,947952996;0;2
CZ0530503;9110;0,691346081;0;2
CZ0530503;8220;NA;NA;NA
CZ0530504;6230;NA;NA;NA
CZ0532132;6510;NA;NA;NA
CZ0532132;6210;NA;NA;NA
CZ0533296;3140;NA;NA;NA
CZ0533303;3260;NA;NA;NA
CZ0534050;3150;NA;NA;NA
CZ0534051;6510;NA;NA;NA
CZ0534051;6210;NA;NA;NA
CZ0534051;9,10E+01;0,000441078;0;3
CZ0534052;3260;NA;NA;NA
CZ0534053;9130;0,510398559;0;5
CZ0534053;9110;0;0;3
CZ0534053;6510;NA;NA;NA
CZ0534053;8220;NA;NA;NA
CZ0534053;9180;1,031938609;0;5
CZ0534054;6410;NA;NA;NA
CZ0534054;7140;NA;NA;NA
CZ0534054;9,10E+01;1,582559957;0;6
CZ0534054;3140;NA;NA;NA
CZ0534054;6430;NA;NA;NA
CZ0534055;6410;NA;NA;NA
CZ0534055;7140;NA;NA;NA
CZ0610003;9130;3,873424273;2,878719228;6
CZ0610005;5130;NA;NA;NA
CZ0610005;9150;0,383732916;0;1
CZ0610022;6410;NA;NA;NA
CZ0610025;9130;0,479809171;0;5
CZ0610025;9170;0,191991728;0;5
CZ0610029;3130;NA;NA;NA
CZ0610030;3150;NA;NA;NA
CZ0610056;6510;NA;NA;NA
CZ0610056;6210;NA;NA;NA
CZ0610056;6210p;NA;NA;NA
CZ0610145;9,10E+01;0;0;0
CZ0610159;9130;1,596700825;0;8
CZ0610159;9180;0,006430884;0;1
CZ0610170;6230;NA;NA;NA
CZ0610170;3130;NA;NA;NA
CZ0610170;7140;NA;NA;NA
CZ0610175;9110;0;0;0
CZ0610179;9170;3,838316934;0;23
CZ0610179;6510;NA;NA;NA
CZ0610401;9130;0,001353467;0;1
CZ0610401;9110;4,57E-05;0;1
CZ0610412;9130;0,05851422;0;1
CZ0610412;9110;0;0;0
CZ0610412;9,10E+01;0,334013253;0;2
CZ0610512;3150;NA;NA;NA
CZ0610513;6230;NA;NA;NA
CZ0610514;6230;NA;NA;NA
CZ0610514;3140;NA;NA;NA
CZ0610515;6230;NA;NA;NA
CZ0610516;6230;NA;NA;NA
CZ0610517;6230;NA;NA;NA
CZ0610518;6230;NA;NA;NA
CZ0610519;3140;NA;NA;NA
CZ0612135;3130;NA;NA;NA
CZ0612137;3130;NA;NA;NA
CZ0612140;3130;NA;NA;NA
CZ0612143;3130;NA;NA;NA
CZ0612145;3130;NA;NA;NA
CZ0612149;8220;NA;NA;NA
CZ0613334;3260;NA;NA;NA
CZ0614053;9410;0,144950174;0;1
CZ0614053;6410;NA;NA;NA
CZ0614053;7140;NA;NA;NA
CZ0614053;91D0;3,838982591;3,798661498;3
CZ0614053;3140;NA;NA;NA
CZ0614054;6230;NA;NA;NA
CZ0614054;4030;NA;NA;NA
CZ0614054;5130;NA;NA;NA
CZ0614054;7140;NA;NA;NA
CZ0614056;6230;NA;NA;NA
CZ0614056;7140;NA;NA;NA
CZ0614057;3130;NA;NA;NA
CZ0614058;3130;NA;NA;NA
CZ0614058;3150;NA;NA;NA
CZ0614059;6410;NA;NA;NA
CZ0614059;6230;NA;NA;NA
CZ0614059;7140;NA;NA;NA
