"EVL_SITECODE","SITECODE","NAZEV","DRUH","PRESENCE_P1a","POP_P1b","REPRO_P2","HABLOS_P3","PRED_P4","WATER_P5","DRY_P6","VEG_P7","TRANSP_P8","CHYTRI_P9","OVERALL","SUFFICIENT"
"CZ0423202","CZ0423202_1","EVL Březina - Vojenský rybník","Triturus cristatus",1,NA,1,1,1,0,1,1,1,1,0.5,0
"CZ0423202","CZ0423202_2","EVL Březina - tůň","Triturus cristatus",0,NA,1,1,1,1,1,1,1,1,0,0
"CZ0423202","CZ0423202_3","EVL Březina - rašeliniště","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0423206","CZ0423206_1","Dobrná","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0423206","CZ0423206_2","Dobrná","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423215","CZ0423215","Kateřina mokřad","Triturus cristatus",0,1,1,0,1,1,0,1,1,1,0,0
"CZ0423216","CZ0423216_1","K088","Triturus cristatus",1,1,1,1,1,1,1,0,1,1,0.5,0
"CZ0423216","CZ0423216_10","K275+K176","Triturus cristatus",1,1,1,1,1,1,1,1,1,1,1,1
"CZ0423216","CZ0423216_2","K049","Triturus cristatus",1,1,1,1,1,1,1,1,1,1,1,1
"CZ0423216","CZ0423216_3","K229","Triturus cristatus",1,1,1,1,1,1,1,1,1,1,1,1
"CZ0423216","CZ0423216_4","K066","Triturus cristatus",1,1,1,1,1,1,1,1,1,1,1,1
"CZ0423216","CZ0423216_5","K078","Triturus cristatus",1,1,1,1,1,1,1,0,1,1,0.5,0
"CZ0423216","CZ0423216_6","K282+K162","Triturus cristatus",1,1,1,1,1,1,1,0,1,1,0.5,0
"CZ0423216","CZ0423216_7","K296+K298","Triturus cristatus",1,1,1,1,1,1,1,1,1,1,1,1
"CZ0423216","CZ0423216_8","K234","Triturus cristatus",1,1,1,1,1,1,1,1,1,1,1,1
"CZ0423216","CZ0423216_9","K254","Triturus cristatus",1,1,1,1,1,1,1,1,1,1,1,1
"CZ0423660","CZ0423660_1","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423660","CZ0423660_2","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423660","CZ0423660_3","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0423660","CZ0423660_4","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423660","CZ0423660_5","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423660","CZ0423660_6","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423660","CZ0423660_7","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423660","CZ0423660_8","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0423660","CZ0423660_9","Pražská pole","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_1","Velichov – rybník v obci","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_10","Okounov – rybník v obci","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_11","Lestkov","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_12","Meziříčí","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_13","Okounov – rybník v oboře","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_14","Úhošť","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0424125","CZ0424125_15","Rašovický rybník","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_16","Ráj – rybník na pastvině","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_18","Nová Kyselka – pod silnicí","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_19","Brodce I","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0424125","CZ0424125_2","Jakubov – pískovna","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_20","Brodce II","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0424125","CZ0424125_21","Doupovské hory Bražecké Hliňáky Horní rybník","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0424125","CZ0424125_22","Doupovské hory Bražecké hliňáky rybník Piškota","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0424125","CZ0424125_23","Doupovské hory Bražecké hliňáky Dlouhý rybník","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0424125","CZ0424125_24","Doupovské hory Bražecké hliňáky tůň CH","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0424125","CZ0424125_25","Doupovské hory Bražecké hliňáky Přesličkový rybník","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_26","Doupovské hory Bražecké hliňáky Spodní rybník","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_27","Doupovské hory Bražecké hliňáky tůň G","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_28","Doupovské hory Bražecké hliňáky Mělký rybník","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0424125","CZ0424125_29","Doupovské hory Bražecké hliňáky tůň pod Mělkým r.","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0424125","CZ0424125_3","Jakubov – sad","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_30","Doupovské hory Bražecké hliňáky Střední rybník","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0424125","CZ0424125_31","Doupovské hory Bražecké hliňáky tůň A","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0424125","CZ0424125_32","Doupovské hory Silniční rybník","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_33","Doupovské hory Nová Ves rybník v pastvinách","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_34","Doupovské hory Nová Ves požární nádrž","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_35","Doupovské hory Velký Rohozec","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0424125","CZ0424125_36","Doupovské hory Dobřenec rybník","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_37","Doupovské hory Dobřenecký rybník","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_38","Doupovské hory Vrbina u Nové Vsi","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0424125","CZ0424125_39","Doupovské hory tůň za obalovnou","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0424125","CZ0424125_4","Jakubov – nové rybníčky","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_40","Doupovské hory tůň v louce I","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_41","Doupovské hory tůň v louce II","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_42","Doupovské hory Horní bochovský rybník","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0424125","CZ0424125_43","Doupovské hory zaniklý rybník","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_44","Doupovské hory Mělký rybník","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_45","Doupovské hory Velký tašovický rybník","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0424125","CZ0424125_46","Doupovské hory tůň v louce III","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_47","Doupovské hory Krásný rybník","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_48","Doupovské hory Malý tašovický rybník","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_49","Doupovské hory tůň pod Velkým tašovickým rybníkem","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_5","Jakubov – sesuvné jezírko","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_50","Doupovské hory Činov rybník","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_51","Doupovské hory Valeč koupaliště","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_52","Doupovské hory VD Sedlec","Triturus cristatus",0,0,1,1,1,0,1,0,1,1,0,0
"CZ0424125","CZ0424125_53","Doupovské hory Houština sněžná jáma","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_54","Doupovské hory Pyškův rybník","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0424125","CZ0424125_55","Doupovské hory Houština lesní kaluže","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_56","Doupovské hory Sedlec polní kaluž","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_57","Doupovské hory tůň pod Hliňáky I","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_58","Doupovské hory tůň pod Hliňáky II","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_59","Doupovské hory tůň pod Hliňáky III","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_6","Vlkaň II.","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_7","Šemnice – tůně v  louce","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0424125","CZ0424125_8","Šemnice – rybník pod skálou","Triturus cristatus",0,0,1,1,1,0,1,0,1,1,0,0
"CZ0424125","CZ0424125_9","Stráž n. Ohří – rybníčky nad tratí","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0513249","CZ0513249","Prácheň - Zicht","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0513249","CZ0513249_115","Polní domky - soustava","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0520178","CZ0520178","Březinka","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0523010","CZ0523010_1","Na Plachtě_rybník Jáma","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0523010","CZ0523010_2","Na Plachtě_Starý mokřad","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0523010","CZ0523010_3","Na Plachtě_Nový mokřad","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0523010","CZ0523010_4","Na Plachtě_obnovené_tůně","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0523276","CZ0523276","Kanice - lesní rybník","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0533012","CZ0533012_1","CZ0533012_1","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0533012","CZ0533012_2","CZ0533012_2","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0533696","CZ0533696","Kochánovické rybníky a tůně","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0613319","CZ0613319","Ficků rybník","Triturus cristatus",1,NA,1,1,0,1,1,NA,1,1,0.5,0
"CZ0623365","CZ0623365_1","Rakšické louky - rákosina 1","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0623365","CZ0623365_2","Rakšické louky - tůň 1","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0623365","CZ0623365_3","Rakšické louky - tůň 2","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0623365","CZ0623365_4","Rakšické louky - rákosina 2","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0623365","CZ0623365_5","Rakšické louky - zadní tmavá","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0623365","CZ0623365_6","Rakšické louky - zadní zelená","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0623365","CZ0623365_7","Rakšické louky 7","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0623365","CZ0623365_9","Rakšické louky 9","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0623366","CZ0623366_1","Střelická bažinka - přední","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0623366","CZ0623366_2","Střelická bažinka - zadní","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0623801","CZ0623801","Přísnotický les","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0624064","CZ0624064_1","Krumlovský les - Hubertus","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_10","Krumlovský les 10","Triturus cristatus",1,NA,1,1,0,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_11","Krumlovský les 11","Triturus cristatus",1,NA,1,1,0,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_12","Krumlovský les 12","Triturus cristatus",1,NA,1,1,0,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_13","Krumlovský les 13","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_14","Krumlovský les 14","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_15","Krumlovský les 15","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_16","Krumlovský les 16","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0624064","CZ0624064_17","Krumlovský les 17","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_18","Krumlovský les 18","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_19","Krumlovský les 19","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_2","Krumlovský les 2","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_20","Krumlovský les 20","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0624064","CZ0624064_21","Krumlovský les 21","Triturus cristatus",1,NA,1,1,0,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_22","Krumlovský les 22","Triturus cristatus",1,NA,1,1,0,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_23","Krumlovský les 23","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0624064","CZ0624064_24","Krumlovský les 24","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_25","Krumlovský les 25","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_26","Krumlovský les 26","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_27","Krumlovský les 27","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_28","Krumlovský les 28","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_29","Krumlovský les 29","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_3","Krumlovský les 3","Triturus cristatus",1,NA,1,1,0,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_30","Krumlovský les 30","Triturus cristatus",1,NA,1,1,0,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_31","Krumlovský les 31","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_32","Krumlovský les 32","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_33","Krumlovský les 33","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_34","Krumlovský les 34","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_4","Krumlovský les 4","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624064","CZ0624064_5","Krumlovský les 5","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_6","Krumlovský les 6","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624064","CZ0624064_7","Krumlovský les 7","Triturus cristatus",1,NA,1,1,0,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_8","Krumlovský les 8","Triturus cristatus",1,NA,1,1,1,1,1,0,1,1,0.5,0
"CZ0624064","CZ0624064_9","Krumlovský les 9","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624129","CZ0624129","Luční údolí","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624129","CZ0624129_1","Luční údolí - Křtinský lom","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0624129","CZ0624129_2","Luční údolí - U Zabitých","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624129","CZ0624129_3","Luční údolí - Nový rybník","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624129","CZ0624129_4","Luční údolí - Pod Schindlerem 2","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624129","CZ0624129_5","Luční údolí - Pod Schindlerem 1","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0624129","CZ0624129_6","Luční údolí 6","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0713008","CZ0713008","Deylův ostrůvek","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0713383","CZ0713383","Ohrozim-Horka","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0723406","CZ0723406","Chvalčov","Triturus cristatus",1,NA,1,1,1,1,1,NA,1,1,0.5,0
"CZ0723409","CZ0723409","Kurovice - lom","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0723410","CZ0723410","Mokřad Pumpák","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0723412","CZ0723412","Mokřad u Slováckých strojíren","Triturus cristatus",1,1,1,1,1,1,1,NA,1,1,0.5,0
"CZ0813438","CZ0813438_1","Cihelna Kunín - hliniště, Nová tůň","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0813438","CZ0813438_2","Cihelna Kunín - hliniště, příkop","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0813438","CZ0813438_303","Cihelna Kunín - pískovna, úzká","Triturus cristatus",0,NA,1,1,1,1,1,0,1,1,0,0
"CZ0813438","CZ0813438_304","Cihelna Kunín - Hliniště, Štěpánova tůň","Triturus cristatus",0,NA,1,1,1,1,1,1,1,1,0,0
"CZ0813438","CZ0813438_305","Cihelna Kunín - hliniště, Lenčina tůň","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0813438","CZ0813438_306","Cihelna Kunín - pískovna, kulatá","Triturus cristatus",0,NA,1,0,1,1,0,1,1,1,0,0
"CZ0813444","CZ0813444","Heřmanický rybník","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0813444","CZ0813444_1","Heřmanický rybník_hlavní","Triturus cristatus",0,0,1,1,0,1,1,1,1,1,0,0
"CZ0813444","CZ0813444_10","Záblatský rybník","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0813444","CZ0813444_2","Heřmanický rybník_pokles","Triturus cristatus",0,0,1,1,0,1,1,1,1,1,0,0
"CZ0813444","CZ0813444_3","stružka_pokles_menší","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0813444","CZ0813444_4","stružka_pokles_větší","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0813444","CZ0813444_5","Lesník","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0813444","CZ0813444_6","Za dráhou_pokles","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0813444","CZ0813444_7","Paseky","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0813444","CZ0813444_8","Nový stav","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0813444","CZ0813444_9","Bohumínská stružka_západ","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0813475","CZ0813475","Václavovice - pískovna","Triturus cristatus",1,NA,1,1,1,1,1,1,1,1,0.5,0
"CZ0814092","CZ0814092","Poodří","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0814092","CZ0814092_1","soustava PR Rezavka","Triturus cristatus",0,0,1,1,0,1,1,1,1,1,0,0
"CZ0814092","CZ0814092_10","soustava Košatka","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0814092","CZ0814092_2","soustava Polanka","Triturus cristatus",0,0,1,1,0,1,1,0,1,1,0,0
"CZ0814092","CZ0814092_3","soustava Jistebník_sever","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0814092","CZ0814092_4","soustava Jistebník_jih","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0814092","CZ0814092_5","Jistebník_nad tratí","Triturus cristatus",0,0,1,1,1,1,1,1,1,1,0,0
"CZ0814092","CZ0814092_6","soustava Studénka","Triturus cristatus",0,0,1,1,1,1,1,0,1,1,0,0
"CZ0814092","CZ0814092_7","soustava Albrechtičky","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0814092","CZ0814092_8","soustava Bartošovice","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
"CZ0814092","CZ0814092_9","soustava Pustějov_pod tratí","Triturus cristatus",0,0,1,1,1,1,1,NA,1,1,0,0
